branch,college_tier,cgpa,internships,projects_count,certifications,salary_package_lpa,skill,placed_3m,placed_6m,placed_12m,industry_demand
3,3,8.32,1,4,0,20.37,5,1,1,1,2
1,2,6.39,2,1,0,19.5,7,1,1,1,3
1,2,6.93,2,1,2,11.78,4,1,1,1,3
4,3,8.28,2,1,3,16.03,5,1,1,1,5
4,1,6.54,0,0,1,18.2,6,1,1,1,5
2,2,6.64,1,2,4,18.3,6,1,1,1,3
2,1,7.65,1,1,1,14.96,5,1,1,1,3
4,3,6.71,0,1,3,18.24,6,1,1,1,5
4,3,8.31,2,2,4,22.16,5,1,1,1,5
4,2,8.14,0,4,0,17.09,5,1,1,1,5
4,2,8.72,1,2,0,17.32,6,1,1,1,5
3,2,7.93,1,1,3,15.78,5,1,1,1,2
4,1,7.31,3,1,2,20.83,6,1,1,1,5
4,2,6.26,2,3,1,18.47,6,1,1,1,5
1,2,8.89,1,2,0,16.48,5,1,1,1,3
4,2,7.98,0,4,1,15.88,5,1,1,1,5
3,1,7.37,1,2,1,18.05,6,1,1,1,2
4,2,6.45,2,5,0,15.19,5,1,1,1,5
3,2,7.65,2,3,2,20.79,6,1,1,1,2
2,2,7.22,0,2,1,17.91,6,1,1,1,3
3,1,7.51,3,1,1,19.38,6,1,1,1,2
3,2,6.75,3,4,2,18.02,6,1,1,1,2
3,3,8.45,1,2,0,19.74,5,1,1,1,2
4,2,8.41,1,3,2,20.36,7,1,1,1,5
1,3,6.55,3,2,0,22.49,6,1,1,1,3
4,1,7.18,2,2,2,17.03,6,1,1,1,5
2,3,6.23,0,1,2,18.81,5,1,1,1,3
2,3,7.35,3,3,1,21.42,6,1,1,1,3
3,2,8.06,2,4,0,14.36,5,1,1,1,2
4,2,8.55,2,2,3,17.57,5,1,1,1,5
4,2,6.36,2,3,2,16.02,4,1,1,1,5
4,1,4.95,0,1,0,12.7,6,1,1,1,5
1,2,6.24,2,2,2,14.49,5,1,1,1,3
4,2,8.16,2,5,1,16.5,5,1,1,1,5
4,1,8.92,3,2,1,21.3,6,1,1,1,5
3,2,6.33,1,5,0,13.53,4,1,1,1,2
2,2,5.61,0,1,2,16.24,6,1,1,1,3
2,3,5.77,0,3,1,17.27,6,1,1,1,3
4,1,7.27,2,1,1,17.5,6,1,1,1,5
2,2,9.35,3,4,1,16.86,4,1,1,1,3
4,1,6.95,1,2,2,14.5,5,1,1,1,5
3,2,6.91,1,2,3,16.84,6,1,1,1,2
2,1,8.29,1,4,2,17.29,5,1,1,1,3
4,2,7.72,2,2,3,21.12,6,1,1,1,5
4,1,5.76,2,1,1,17.3,7,1,1,1,5
3,3,6.53,1,5,1,16.92,5,1,1,1,2
4,1,6.69,1,3,1,13.84,5,1,1,1,5
4,2,7.64,1,2,0,15.44,5,1,1,1,5
3,1,6.35,2,2,0,15.44,5,1,1,1,2
4,2,7.91,2,4,0,17.85,5,1,1,1,5
1,1,6.92,3,3,1,18.86,5,1,1,1,3
3,3,7.66,0,2,1,16.66,6,1,1,1,2
4,1,7.38,2,4,2,18.66,6,1,1,1,5
3,2,6.09,2,2,1,19.78,7,1,1,1,2
4,1,7.53,2,5,1,14.88,4,1,1,1,5
4,2,7.04,0,2,1,15.73,6,1,1,1,5
4,1,7.12,3,3,1,17.98,5,1,1,1,5
4,2,7.0,2,0,1,21.07,6,1,1,1,5
3,1,7.2,1,1,4,19.14,5,1,1,1,2
1,1,6.64,2,3,2,14.55,5,1,1,1,3
1,2,5.86,0,3,1,14.22,5,1,1,1,3
3,1,7.58,1,3,1,16.03,6,1,1,1,2
4,1,8.08,2,3,2,12.78,4,1,1,1,5
1,2,7.71,1,4,0,18.79,5,1,1,1,3
4,2,8.29,2,3,2,21.8,5,1,1,1,5
4,1,8.5,1,0,2,14.64,6,1,1,1,5
3,2,7.83,0,2,2,13.68,5,1,1,1,2
2,1,6.9,0,1,1,18.42,6,1,1,1,3
4,3,8.27,1,3,1,23.31,6,1,1,1,5
2,1,8.27,1,2,2,18.22,6,1,1,1,3
3,2,5.35,0,3,3,15.73,6,1,1,1,2
3,3,7.33,3,4,1,20.88,5,1,1,1,2
1,3,7.73,1,2,1,16.1,4,1,1,1,3
4,2,7.46,0,2,3,18.45,6,1,1,1,5
4,2,6.49,1,3,3,17.13,6,1,1,1,5
1,3,6.79,2,2,0,20.55,5,1,1,1,3
4,3,6.9,0,2,2,15.46,6,1,1,1,5
3,2,7.14,2,1,0,18.81,6,1,1,1,2
3,3,5.98,0,4,2,18.48,6,1,1,1,2
4,2,7.38,1,3,1,13.38,4,1,1,1,5
3,1,6.92,3,2,1,19.55,6,1,1,1,2
4,2,8.35,0,3,1,14.34,5,1,1,1,5
4,3,7.8,0,4,0,20.97,6,1,1,1,5
1,1,7.0,0,4,2,15.94,6,1,1,1,3
2,2,7.4,1,3,1,17.89,6,1,1,1,3
3,1,8.24,0,4,1,18.48,6,1,1,1,2
3,3,8.84,1,5,2,18.65,5,1,1,1,2
2,1,7.81,1,1,1,18.05,6,1,1,1,3
3,1,6.68,2,1,3,16.61,6,1,1,1,2
4,1,5.52,1,2,1,17.0,6,1,1,1,5
1,2,7.61,2,0,1,16.64,5,1,1,1,3
4,2,8.49,1,4,1,16.03,5,1,1,1,5
2,1,5.62,1,2,1,16.79,6,1,1,1,3
2,1,7.82,0,1,1,16.35,5,1,1,1,3
4,2,7.31,0,5,1,14.97,5,1,1,1,5
3,2,6.92,2,3,3,17.1,5,1,1,1,2
4,2,7.39,0,1,2,16.09,6,1,1,1,5
2,1,7.2,0,1,2,16.03,5,1,1,1,3
3,1,7.14,1,3,3,13.42,4,1,1,1,2
3,2,5.46,1,3,1,12.63,5,1,1,1,2
1,2,6.59,0,3,1,11.04,5,1,1,1,3
4,3,7.74,1,2,2,20.76,7,1,1,1,5
2,1,7.71,0,2,2,16.26,6,1,1,1,3
3,1,5.8,0,4,0,15.36,6,1,1,1,2
4,2,7.56,1,2,3,20.85,6,1,1,1,5
4,2,5.78,2,5,1,14.42,4,1,1,1,5
4,2,6.71,0,2,0,14.65,5,1,1,1,5
3,1,6.09,1,3,1,17.34,6,1,1,1,2
4,1,8.79,1,2,0,18.91,5,1,1,1,5
2,1,5.52,0,2,0,15.58,6,1,1,1,3
4,1,7.54,1,2,1,17.87,6,1,1,1,5
3,2,7.78,0,2,3,16.89,5,1,1,1,2
3,1,6.64,1,2,2,15.89,6,1,1,1,2
3,2,6.24,1,3,0,14.87,5,1,1,1,2
2,3,6.83,3,3,3,20.24,5,1,1,1,3
4,2,7.72,0,3,3,16.54,6,1,1,1,5
4,3,8.03,0,4,3,17.41,5,1,1,1,5
4,1,7.95,3,4,2,23.0,6,1,1,1,5
4,3,6.13,1,4,3,16.07,5,1,1,1,5
4,2,8.52,1,4,1,19.65,6,1,1,1,5
2,3,7.97,1,4,0,20.82,6,1,1,1,3
4,2,7.88,2,1,4,17.23,5,1,1,1,5
1,1,9.1,1,4,0,20.46,6,1,1,1,3
2,1,6.61,2,4,0,17.75,5,1,1,1,3
1,2,7.65,0,2,0,16.09,5,1,1,1,3
2,2,6.65,1,4,1,15.97,5,1,1,1,3
4,1,7.39,2,2,1,19.09,5,1,1,1,5
4,2,7.37,2,1,2,15.97,6,1,1,1,5
4,3,8.59,1,4,2,18.23,5,1,1,1,5
4,2,7.72,2,2,0,18.68,6,1,1,1,5
2,2,5.61,1,2,3,14.46,5,1,1,1,3
4,1,4.79,1,1,3,12.97,4,1,1,1,5
2,2,6.44,2,2,4,17.77,6,1,1,1,3
1,1,6.93,1,5,0,18.33,5,1,1,1,3
4,3,8.84,1,3,2,19.33,5,1,1,1,5
3,3,8.72,2,4,0,17.61,5,1,1,1,2
4,1,8.73,3,4,1,21.12,6,1,1,1,5
2,1,4.88,0,2,1,13.73,6,1,1,1,3
2,3,7.72,2,3,1,20.18,6,1,1,1,3
2,3,7.89,0,1,1,19.34,5,1,1,1,3
1,1,6.79,0,4,1,17.07,6,1,1,1,3
3,1,6.77,1,2,1,16.94,5,1,1,1,2
1,1,7.14,3,2,2,16.23,5,1,1,1,3
2,2,7.35,1,3,1,14.29,4,1,1,1,3
4,2,5.78,2,3,0,17.08,6,1,1,1,5
4,2,8.11,2,1,1,18.5,5,1,1,1,5
4,2,7.39,1,1,2,18.08,5,1,1,1,5
1,1,5.11,3,2,3,15.79,6,1,1,1,3
2,2,7.23,2,3,1,14.92,5,1,1,1,3
3,1,5.36,1,5,1,12.67,4,1,1,1,2
2,1,8.69,0,1,1,16.35,5,1,1,1,3
4,2,9.35,2,4,4,21.09,6,1,1,1,5
4,1,6.29,2,2,0,18.26,6,1,1,1,5
3,3,7.41,3,0,0,19.76,6,1,1,1,2
4,2,7.32,2,0,2,19.69,6,1,1,1,5
4,2,8.92,1,1,2,17.58,5,1,1,1,5
4,1,5.87,0,2,1,13.87,6,1,1,1,5
2,1,5.87,1,1,2,16.68,6,1,1,1,3
4,2,6.64,1,2,0,16.16,6,1,1,1,5
4,2,5.05,2,4,4,17.98,7,1,1,1,5
3,3,8.47,0,3,1,18.56,5,1,1,1,2
4,1,7.2,3,2,1,16.86,5,1,1,1,5
3,2,7.96,1,3,2,17.4,5,1,1,1,2
2,3,4.85,0,4,0,14.38,5,1,1,1,3
1,1,6.33,2,2,0,13.99,4,1,1,1,3
3,2,7.08,2,1,1,18.45,6,1,1,1,2
3,2,6.67,0,2,1,15.1,5,1,1,1,2
3,3,6.81,3,1,2,22.23,6,1,1,1,2
2,1,7.03,0,1,2,18.01,5,1,1,1,3
4,2,7.48,2,2,0,19.31,6,1,1,1,5
4,1,6.92,1,2,1,16.58,6,1,1,1,5
1,1,7.5,1,2,1,17.83,5,1,1,1,3
4,1,7.43,0,2,0,20.29,6,1,1,1,5
3,1,7.09,2,3,1,15.51,4,1,1,1,2
4,1,6.63,0,2,1,16.63,6,1,1,1,5
4,1,6.71,0,2,4,14.49,5,1,1,1,5
1,2,8.47,1,3,1,19.13,6,1,1,1,3
4,2,8.61,0,5,4,15.43,5,1,1,1,5
2,1,4.99,0,1,0,12.5,5,1,1,1,3
3,2,6.49,2,4,1,18.99,6,1,1,1,2
4,2,7.89,0,2,2,15.27,5,1,1,1,5
1,2,8.3,1,3,2,18.18,5,1,1,1,3
4,2,7.13,1,4,1,18.14,6,1,1,1,5
3,2,7.29,1,1,2,15.56,4,1,1,1,2
4,1,7.18,1,2,2,16.85,5,1,1,1,5
4,3,8.16,0,1,3,16.99,6,1,1,1,5
4,1,7.12,0,5,3,16.06,6,1,1,1,5
1,2,7.32,1,3,2,20.29,6,1,1,1,3
1,1,7.37,2,0,2,17.22,5,1,1,1,3
4,1,8.25,1,1,2,15.31,5,1,1,1,5
2,1,5.06,2,4,3,17.45,6,1,1,1,3
3,3,7.65,0,2,0,20.59,7,1,1,1,2
3,3,7.63,1,1,3,18.88,6,1,1,1,2
4,1,7.03,3,2,1,21.69,7,1,1,1,5
4,2,7.55,1,2,2,18.2,6,1,1,1,5
1,1,6.62,0,1,1,16.09,6,1,1,1,3
3,2,7.28,1,2,1,14.17,5,1,1,1,2
3,1,8.68,1,3,3,15.02,5,1,1,1,2
4,2,6.67,2,2,0,20.01,6,1,1,1,5
3,1,6.92,1,2,1,18.66,7,1,1,1,2
4,1,7.55,1,5,1,18.5,6,1,1,1,5
4,1,6.98,2,2,1,20.17,6,1,1,1,5
2,2,8.14,1,2,4,19.51,5,1,1,1,3
3,2,6.17,0,4,0,14.01,5,1,1,1,2
3,2,5.5,0,1,0,13.51,5,1,1,1,2
4,3,7.02,1,0,1,18.27,6,1,1,1,5
2,1,5.28,0,4,2,14.91,6,1,1,1,3
2,1,7.86,3,2,3,17.52,5,1,1,1,3
4,1,7.63,1,1,0,17.59,6,1,1,1,5
4,3,8.17,2,1,3,20.95,5,1,1,1,5
2,1,6.81,1,4,0,11.78,4,1,1,1,3
3,2,6.91,0,3,4,15.21,4,1,1,1,2
1,2,6.18,0,4,2,15.38,6,1,1,1,3
4,3,9.15,0,3,1,13.97,5,1,1,1,5
2,2,6.54,0,4,1,13.29,5,1,1,1,3
3,1,7.42,1,2,1,18.51,6,1,1,1,2
3,2,7.61,0,1,1,15.15,5,1,1,1,2
2,2,7.39,2,3,4,18.86,6,1,1,1,3
2,1,6.79,1,2,4,14.62,5,1,1,1,3
4,3,7.45,0,3,0,17.63,5,1,1,1,5
3,1,8.6,2,1,1,21.3,6,1,1,1,2
3,1,6.69,1,3,1,19.77,7,1,1,1,2
3,2,6.27,1,2,2,13.99,4,1,1,1,2
4,2,8.44,0,5,1,16.33,5,1,1,1,5
4,2,7.06,1,2,3,13.58,5,1,1,1,5
2,3,7.87,1,1,1,20.17,6,1,1,1,3
3,1,7.75,1,0,2,20.99,6,1,1,1,2
4,1,7.97,2,3,1,19.85,5,1,1,1,5
4,1,8.01,0,3,2,14.33,5,1,1,1,5
4,1,5.82,3,2,1,15.72,5,1,1,1,5
1,2,6.85,2,1,3,18.13,5,1,1,1,3
4,2,8.04,1,4,0,15.31,6,1,1,1,5
4,2,7.98,3,3,3,21.79,7,1,1,1,5
2,1,7.51,1,3,0,17.79,6,1,1,1,3
4,1,6.0,0,2,1,16.66,7,1,1,1,5
3,1,6.15,1,0,2,14.26,5,1,1,1,2
4,1,8.63,2,2,0,21.21,6,1,1,1,5
3,1,6.7,3,2,2,18.49,5,1,1,1,2
2,2,7.62,0,2,1,15.31,5,1,1,1,3
4,1,6.8,1,4,2,17.65,7,1,1,1,5
4,2,7.25,1,2,0,14.55,5,1,1,1,5
1,1,6.43,0,0,2,14.12,6,1,1,1,3
2,1,6.28,3,1,1,17.45,5,1,1,1,3
1,1,7.17,3,2,1,17.48,5,1,1,1,3
3,2,7.68,1,2,3,15.74,4,1,1,1,2
2,2,6.67,2,2,2,20.05,6,1,1,1,3
4,2,7.92,0,4,1,17.42,6,1,1,1,5
2,1,7.32,1,2,1,14.91,6,1,1,1,3
4,2,7.72,1,1,0,14.99,4,1,1,1,5
4,3,6.79,0,2,3,16.47,5,1,1,1,5
4,2,7.13,2,3,1,16.28,5,1,1,1,5
4,1,8.18,2,3,2,17.87,5,1,1,1,5
2,2,7.61,1,2,0,13.9,5,1,1,1,3
2,2,7.0,1,0,2,16.81,6,1,1,1,3
2,3,9.42,0,2,3,19.44,5,1,1,1,3
2,1,6.98,0,2,3,17.23,6,1,1,1,3
4,1,7.74,2,3,3,19.76,6,1,1,1,5
3,1,7.6,2,5,1,18.73,5,1,1,1,2
4,2,10.0,1,2,0,21.21,7,1,1,1,5
2,1,7.6,1,2,1,16.36,7,1,1,1,3
4,1,7.86,0,3,1,11.88,5,1,1,1,5
2,1,6.76,3,3,2,16.92,4,1,1,1,3
2,1,6.67,1,1,1,17.8,5,1,1,1,3
4,1,6.9,0,3,1,12.9,5,1,1,1,5
4,3,7.42,1,4,2,23.41,7,1,1,1,5
3,3,8.26,0,3,2,18.85,5,1,1,1,2
4,1,8.01,2,1,2,19.88,5,1,1,1,5
3,1,6.97,0,4,1,16.25,6,1,1,1,2
2,2,7.05,1,2,2,16.72,5,1,1,1,3
3,1,5.9,1,2,1,14.06,5,1,1,1,2
4,2,8.17,1,3,3,17.98,6,1,1,1,5
4,2,7.34,1,2,3,20.86,5,1,1,1,5
4,1,7.6,0,1,1,17.7,6,1,1,1,5
4,3,8.77,2,0,2,21.21,5,1,1,1,5
1,2,7.64,0,1,0,17.1,5,1,1,1,3
4,2,8.33,3,3,1,22.48,6,1,1,1,5
3,2,7.29,1,1,4,12.63,5,1,1,1,2
2,1,9.5,0,2,3,16.48,4,1,1,1,3
2,1,9.45,0,1,2,18.18,5,1,1,1,3
4,1,7.12,1,1,1,17.71,6,1,1,1,5
4,1,7.89,0,1,1,16.54,6,1,1,1,5
3,2,7.5,3,2,1,21.7,6,1,1,1,2
3,1,8.19,1,1,1,16.15,5,1,1,1,2
4,2,6.32,0,4,0,16.21,6,1,1,1,5
2,1,7.89,3,2,3,22.01,6,1,1,1,3
2,3,7.16,2,4,3,17.54,5,1,1,1,3
3,1,7.22,1,3,0,14.44,4,1,1,1,2
4,1,6.04,0,5,3,15.42,5,1,1,1,5
3,3,8.08,0,2,2,16.79,5,1,1,1,2
2,1,8.48,0,3,2,17.05,5,1,1,1,3
4,1,6.34,2,4,1,18.12,6,1,1,1,5
4,2,5.96,0,3,3,15.62,5,1,1,1,5
4,2,7.52,0,2,0,15.98,5,1,1,1,5
4,1,7.59,1,2,3,16.18,5,1,1,1,5
3,2,7.28,2,2,0,14.32,5,1,1,1,2
4,1,6.44,2,1,1,17.52,6,1,1,1,5
4,3,9.62,2,2,1,24.32,7,1,1,1,5
4,1,8.31,1,2,1,19.82,6,1,1,1,5
2,1,6.41,0,2,2,14.49,5,1,1,1,3
4,3,6.89,1,2,3,15.96,5,1,1,1,5
2,3,8.17,1,4,2,19.35,6,1,1,1,3
2,1,6.48,1,1,0,12.94,5,1,1,1,3
3,3,7.54,3,2,2,19.89,5,1,1,1,2
1,2,7.23,1,0,2,18.57,6,1,1,1,3
3,1,6.58,1,3,3,20.42,6,1,1,1,2
4,3,7.39,0,1,1,19.97,6,1,1,1,5
2,1,6.77,1,1,2,15.6,5,1,1,1,3
4,3,6.9,0,1,1,16.03,4,1,1,1,5
4,1,6.48,1,4,2,19.32,6,1,1,1,5
4,3,8.15,1,5,2,19.93,5,1,1,1,5
3,2,5.92,2,3,0,15.42,6,1,1,1,2
4,2,7.05,0,2,1,11.92,5,1,1,1,5
4,1,6.9,2,1,1,16.88,5,1,1,1,5
2,1,6.36,1,2,3,14.64,6,1,1,1,3
4,3,8.19,0,3,0,20.4,6,1,1,1,5
3,2,7.37,1,2,1,18.79,6,1,1,1,2
4,2,7.27,3,2,2,14.71,5,1,1,1,5
3,1,8.1,1,3,3,14.43,5,1,1,1,2
2,1,8.13,0,2,2,15.92,5,1,1,1,3
2,1,7.02,0,1,1,13.76,5,1,1,1,3
3,1,7.35,3,2,2,21.09,6,1,1,1,2
2,1,6.89,0,4,0,16.9,6,1,1,1,3
2,2,6.25,1,2,4,16.26,6,1,1,1,3
4,1,7.89,0,2,4,17.03,5,1,1,1,5
3,1,6.69,2,2,1,20.85,6,1,1,1,2
3,2,7.91,2,3,1,19.35,5,1,1,1,2
4,2,7.34,0,3,2,18.08,7,1,1,1,5
4,1,6.15,1,1,0,17.91,6,1,1,1,5
2,2,6.55,3,3,2,19.0,7,1,1,1,3
3,1,6.67,2,4,1,18.8,6,1,1,1,2
2,1,6.28,1,1,4,18.34,7,1,1,1,3
2,1,6.37,3,3,2,17.18,5,1,1,1,3
2,2,9.28,0,3,2,18.46,6,1,1,1,3
2,2,6.77,1,5,1,13.31,5,1,1,1,3
4,1,7.42,1,4,4,16.31,6,1,1,1,5
3,1,8.0,1,2,1,19.8,7,1,1,1,2
4,2,7.18,1,1,1,18.69,5,1,1,1,5
2,1,8.81,3,4,2,21.84,6,1,1,1,3
4,2,8.23,0,4,2,15.65,5,1,1,1,5
3,2,5.98,3,2,2,20.13,5,1,1,1,2
4,2,7.4,1,1,1,19.45,6,1,1,1,5
3,2,8.29,1,1,1,18.53,6,1,1,1,2
3,2,6.39,0,1,0,15.41,6,1,1,1,2
3,3,7.89,3,1,1,21.42,5,1,1,1,2
2,1,9.04,1,3,2,15.03,5,1,1,1,3
4,3,8.44,1,2,4,21.18,7,1,1,1,5
4,1,7.37,1,4,1,13.29,5,1,1,1,5
4,1,7.47,0,2,1,16.74,6,1,1,1,5
3,3,7.34,0,2,2,19.95,5,1,1,1,2
2,1,5.55,1,3,4,16.55,6,1,1,1,3
3,3,7.82,3,4,0,23.05,5,1,1,1,2
1,2,6.48,1,3,1,17.13,5,1,1,1,3
4,1,6.75,1,1,1,15.38,5,1,1,1,5
4,3,8.5,2,5,0,20.1,6,1,1,1,5
4,2,7.94,0,1,3,18.31,6,1,1,1,5
4,1,6.11,0,1,2,14.19,6,1,1,1,5
3,1,7.63,0,2,2,14.46,5,1,1,1,2
4,2,7.58,1,1,1,17.5,5,1,1,1,5
4,1,6.74,2,3,3,16.53,4,1,1,1,5
4,2,9.31,2,5,3,17.21,4,1,1,1,5
4,2,8.06,1,4,0,18.25,5,1,1,1,5
2,3,8.24,0,4,2,23.26,6,1,1,1,3
2,2,8.76,1,4,1,17.44,5,1,1,1,3
4,1,6.47,1,4,2,15.9,5,1,1,1,5
3,2,8.14,2,2,2,17.27,4,1,1,1,2
4,2,7.12,3,2,3,19.89,5,1,1,1,5
2,1,6.21,1,1,0,11.83,5,1,1,1,3
2,2,7.19,0,3,2,15.33,5,1,1,1,3
2,2,8.03,1,3,1,14.49,4,1,1,1,3
2,1,7.97,1,3,4,22.02,7,1,1,1,3
2,1,7.42,0,3,3,13.37,5,1,1,1,3
3,2,7.21,0,1,1,13.24,5,1,1,1,2
3,3,7.04,0,1,1,15.85,6,1,1,1,2
1,1,8.59,0,3,1,16.83,6,1,1,1,3
1,1,4.55,0,1,1,11.88,6,1,1,1,3
4,1,6.34,0,3,3,15.96,6,1,1,1,5
1,1,8.79,1,2,2,15.79,5,1,1,1,3
4,2,7.37,2,2,3,18.29,6,1,1,1,5
4,1,5.29,2,0,0,13.38,6,1,1,1,5
4,1,7.4,1,3,1,16.52,6,1,1,1,5
1,2,8.8,3,2,1,21.22,5,1,1,1,3
4,2,8.39,2,4,1,18.52,6,1,1,1,5
3,1,7.22,0,4,1,14.85,6,1,1,1,2
4,1,6.44,1,2,1,18.37,6,1,1,1,5
4,1,6.74,3,3,2,16.74,6,1,1,1,5
4,2,5.76,2,3,0,14.01,5,1,1,1,5
3,1,6.93,0,0,3,13.76,6,1,1,1,2
4,2,7.18,2,2,1,17.0,5,1,1,1,5
3,3,8.56,0,4,3,16.95,5,1,1,1,2
4,3,5.71,0,3,2,18.92,6,1,1,1,5
3,1,6.54,1,5,1,17.86,6,1,1,1,2
3,1,7.75,1,1,2,16.55,7,1,1,1,2
4,3,6.79,2,3,0,21.04,6,1,1,1,5
4,2,6.58,1,3,2,15.36,4,1,1,1,5
4,1,7.94,2,1,3,16.95,5,1,1,1,5
4,1,7.8,1,2,4,19.97,6,1,1,1,5
1,2,5.39,3,4,3,18.31,6,1,1,1,3
3,2,7.57,1,4,1,13.57,5,1,1,1,2
4,2,8.47,0,2,0,15.27,5,1,1,1,5
4,1,7.35,3,1,1,17.76,5,1,1,1,5
2,1,7.35,1,1,1,19.59,6,1,1,1,3
4,2,9.07,1,1,3,17.94,5,1,1,1,5
4,1,7.78,0,4,3,14.03,6,1,1,1,5
4,1,6.56,1,2,1,14.05,5,1,1,1,5
2,3,8.22,1,3,1,19.91,6,1,1,1,3
4,1,6.09,1,3,1,16.59,6,1,1,1,5
2,1,8.02,1,2,0,19.58,6,1,1,1,3
3,3,8.33,0,2,2,20.55,6,1,1,1,2
4,2,9.47,0,1,1,17.75,5,1,1,1,5
4,2,8.13,1,3,4,18.16,5,1,1,1,5
4,2,6.26,0,2,1,12.65,5,1,1,1,5
3,1,7.63,1,1,1,17.83,5,1,1,1,2
4,3,6.3,2,2,1,20.5,7,1,1,1,5
1,3,7.87,2,1,0,20.18,5,1,1,1,3
3,1,9.44,1,1,2,21.63,6,1,1,1,2
2,1,7.01,2,3,1,15.17,4,1,1,1,3
4,3,8.21,0,4,1,18.78,6,1,1,1,5
2,1,6.6,2,4,0,16.91,6,1,1,1,3
4,1,8.02,3,4,0,21.35,5,1,1,1,5
3,1,6.52,0,3,1,15.46,6,1,1,1,2
1,2,7.59,1,1,2,17.14,6,1,1,1,3
4,2,7.3,3,3,1,15.98,5,1,1,1,5
2,1,8.69,1,1,0,20.03,6,1,1,1,3
4,2,7.33,1,2,3,14.35,5,1,1,1,5
3,2,9.47,1,2,0,17.49,5,1,1,1,2
2,3,7.39,2,4,1,22.49,6,1,1,1,3
4,2,7.44,1,3,0,11.23,5,1,1,1,5
4,1,6.13,2,3,0,15.85,5,1,1,1,5
3,1,7.34,3,4,0,16.84,5,1,1,1,2
4,2,7.95,1,3,4,17.59,6,1,1,1,5
2,2,7.27,2,4,2,18.77,5,1,1,1,3
4,1,6.45,3,2,1,16.32,4,1,1,1,5
1,1,7.65,1,2,1,15.41,5,1,1,1,3
2,2,6.93,0,5,1,18.26,7,1,1,1,3
3,2,8.02,0,3,1,18.03,6,1,1,1,2
3,2,8.19,1,3,3,14.79,5,1,1,1,2
4,2,7.3,3,1,0,18.84,6,1,1,1,5
2,1,8.32,0,1,2,16.88,5,1,1,1,3
4,2,5.78,0,2,3,13.5,5,1,1,1,5
3,1,7.38,1,1,0,17.01,5,1,1,1,2
4,2,5.84,0,2,2,16.57,6,1,1,1,5
3,3,7.82,0,4,1,16.59,5,1,1,1,2
2,2,8.91,1,4,1,19.37,5,1,1,1,3
4,1,7.66,1,1,2,16.68,6,1,1,1,5
2,2,6.0,2,3,1,17.95,6,1,1,1,3
3,2,7.94,0,2,1,19.69,5,1,1,1,2
2,1,7.23,1,3,2,17.02,5,1,1,1,3
1,2,7.6,1,4,2,17.87,6,1,1,1,3
4,3,9.0,1,3,1,20.52,6,1,1,1,5
3,3,7.77,0,5,2,16.49,6,1,1,1,2
4,2,6.63,1,0,2,13.52,4,1,1,1,5
2,1,6.98,1,4,1,16.92,5,1,1,1,3
4,3,8.99,0,3,0,19.28,6,1,1,1,5
4,3,8.86,0,2,1,17.76,5,1,1,1,5
3,2,6.97,2,2,2,17.98,5,1,1,1,2
1,2,8.41,2,3,1,21.87,6,1,1,1,3
2,1,6.3,2,1,2,17.05,6,1,1,1,3
1,1,6.79,0,4,2,14.6,6,1,1,1,3
3,2,8.04,1,3,3,18.36,6,1,1,1,2
4,3,7.04,2,4,0,19.63,5,1,1,1,5
2,3,7.42,0,1,2,17.96,5,1,1,1,3
3,1,8.42,2,3,3,18.43,5,1,1,1,2
4,1,5.7,0,2,0,16.56,6,1,1,1,5
2,1,7.62,3,1,4,18.51,5,1,1,1,3
3,1,6.59,0,1,1,14.01,6,1,1,1,2
2,2,7.9,2,2,0,17.01,5,1,1,1,3
4,2,6.54,0,3,4,12.88,4,1,1,1,5
3,1,7.55,1,4,4,13.35,5,1,1,1,2
4,2,7.68,2,3,2,16.84,5,1,1,1,5
3,2,7.64,0,1,1,21.51,7,1,1,1,2
1,1,6.67,2,3,2,16.17,5,1,1,1,3
2,1,7.56,1,2,2,14.7,5,1,1,1,3
4,1,8.86,0,2,3,19.75,7,1,1,1,5
4,3,6.46,2,2,2,19.93,5,1,1,1,5
4,3,6.91,2,1,2,21.83,6,1,1,1,5
2,1,7.5,3,3,2,18.6,6,1,1,1,3
3,2,7.71,1,0,1,16.04,5,1,1,1,2
4,2,8.22,1,3,1,21.17,7,1,1,1,5
4,1,8.13,2,2,2,20.45,6,1,1,1,5
2,1,6.98,1,2,1,17.71,6,1,1,1,3
4,3,8.1,1,3,2,18.29,6,1,1,1,5
1,3,6.29,0,4,2,19.58,6,1,1,1,3
4,2,7.8,1,4,1,17.99,6,1,1,1,5
1,1,6.27,3,1,2,14.89,4,1,1,1,3
2,3,5.1,1,4,3,17.46,6,1,1,1,3
3,2,7.44,2,0,0,16.87,5,1,1,1,2
4,2,6.35,1,1,3,16.69,5,1,1,1,5
3,2,6.95,1,1,0,17.56,6,1,1,1,2
4,2,7.9,2,3,1,16.16,5,1,1,1,5
2,3,7.2,2,4,3,18.86,5,1,1,1,3
4,1,7.05,1,3,0,16.56,6,1,1,1,5
2,3,7.6,0,2,2,17.95,6,1,1,1,3
2,3,7.63,0,1,1,21.36,6,1,1,1,3
4,2,9.64,2,4,2,21.36,6,1,1,1,5
3,2,6.21,3,3,4,17.6,5,1,1,1,2
3,2,6.83,0,4,2,15.34,6,1,1,1,2
4,3,7.76,2,3,2,17.3,5,1,1,1,5
